term,E,P,A,E2,P2,A2
deadbeat,-2.8,-2.57,-1.45,-2.8,-2.57,-1.45
deadbeat_dad,-3.3,-1.13,-0.76,-3.3,-1.13,-0.76
decorator,1.7,0.81,0.84,1.7,0.81,0.84
defendant,0.14,-0.32,-0.15,0.14,-0.32,-0.15
defense_attorney,0.86,2.05,1.44,0.86,2.05,1.44
degenerate,-1.6,-1.5,-0.48,-1.6,-1.5,-0.48
delinquent,-2.28,-1.31,1.2,-2.28,-1.31,1.2
dental_assistant,1.4,0,0.05,1.4,0,0.05
dental_hygienist,1.68,0.86,0.34,1.68,0.86,0.34
dentist,1.62,1.51,0.08,1.62,1.51,0.08
deputy,1.08,2,0.8,1.08,2,0.8
detective,1.65,1.93,-0.8,1.65,1.93,-0.8
devil,-3.46,1.62,1.05,-3.46,1.62,1.05
dietitian,1.56,0.9,-0.32,1.56,0.9,-0.32
dimwit,-1.41,-1.98,-1.3,-1.41,-1.98,-1.3
diner,1.37,-0.33,1.6,1.37,-0.33,1.6
diplomat,1.2,2.21,0.8,1.2,2.21,0.8
disabled_person,0.32,-1.07,-1.25,0.32,-1.07,-1.25
disciplinarian,-0.02,1.85,1.02,-0.02,1.85,1.02
dishwasher,1.7,0.11,1.23,1.7,0.11,1.23
disregard,-1.04,0.47,-0.13,-1.04,0.47,-0.13
district_attorney,0.8,2.38,1.16,0.8,2.38,1.16
divorce,-1.43,0.94,0.57,-1.43,0.94,0.57
divorce_lawyer,-0.33,1.96,0.81,-0.33,1.96,0.81
divorcee,-0.87,0.05,0.17,-0.87,0.05,0.17
do_nothing,-2.01,-2.62,-2.23,-2.01,-2.62,-2.23
doctor,2.69,2.94,0.37,2.69,2.94,0.37
doll,1.37,-1.6,-2.03,1.37,-1.6,-2.03
dolt,-0.97,-1.41,-1,-0.97,-1.41,-1
dope,-1.22,-1.5,-1.14,-1.22,-1.5,-1.14
drag_queen,0.33,0.58,2.01,0.33,0.58,2.01
dropout,-1.87,-2.3,-0.71,-1.87,-2.3,-0.71
drug_addict,-2.54,-2.31,0.02,-2.54,-2.31,0.02
drug_dealer,-2.24,1.48,-0.54,-2.24,1.48,-0.54
drunk,-1.67,-1.47,1.7,-1.67,-1.47,1.7
drunkard,-2.17,-1.78,0.73,-2.17,-1.78,0.73
dummy,-1.27,-2.23,-1.52,-1.27,-2.23,-1.52
dunce,-1.68,-2.13,-0.98,-1.68,-2.13,-0.98
economist,0.87,0.93,-0.26,0.87,0.93,-0.26
editor,1.08,1.7,0.23,1.08,1.7,0.23
education_administrator,1.43,2.09,0.56,1.43,2.09,0.56
educator,2.42,2.52,0.26,2.42,2.52,0.26
electrical_engineer,1.71,1.61,0.28,1.71,1.61,0.28
electrical_linesman,1.01,0.64,0.34,1.01,0.64,0.34
electrician,1.26,0.43,-0.11,1.26,0.43,-0.11
elementary_school_student,1.4,-0.85,2.08,1.4,-0.85,2.08
elementary_school_teacher,2.66,1.81,0.71,2.66,1.81,0.71
employee,1.04,-0.37,0.2,1.04,-0.37,0.2
employer,1.57,2.56,0.7,1.57,2.56,0.7
enemy,-2.77,1.07,0.95,-2.77,1.07,0.95
engineer,1.75,1.94,0.3,1.75,1.94,0.3
entrepreneur,1.59,2,1.99,1.59,2,1.99
environmentalist,2.1,0.65,0.77,2.1,0.65,0.77
evangelical_Christian,0.67,0.65,0.88,0.67,0.65,0.88
evangelist,0.77,1.09,1.16,0.77,1.09,1.16
evildoer,-3.34,1.45,0.93,-3.34,1.45,0.93
ex_boyfriend,-1.14,-0.57,0.39,-1.14,-0.57,0.39
ex_convict,-1,-0.91,0.31,-1,-0.91,0.31
ex_girlfriend,-1,0.02,0.84,-1,0.02,0.84
ex_husband,-1.41,-0.51,0.13,-1.41,-0.51,0.13
ex_wife,-1.52,0.17,0.98,-1.52,0.17,0.98
executioner,-1.77,2.77,0.25,-1.77,2.77,0.25
executive,0.82,2.73,1.5,0.82,2.73,1.5
expert,1.98,2.8,0.48,1.98,2.8,0.48
extrovert,1.33,1.69,2.66,1.33,1.69,2.66
eyewitness,1.6,1.82,-0.12,1.6,1.82,-0.12
failure,-2.22,-0.82,-0.66,-2.22,-0.82,-0.66
fan,1.67,0.76,2.24,1.67,0.76,2.24
fanatic,-0.42,0.57,2.46,-0.42,0.57,2.46
farm_laborer,1.47,-0.01,-0.2,1.47,-0.01,-0.2
farmer,2.13,0.5,-0.48,2.13,0.5,-0.48
fast_food_server,0.67,-1.05,0.9,0.67,-1.05,0.9
father,2.69,2.93,0.51,2.69,2.93,0.51
father_my,2.22,2.22,0.1,2.22,2.22,0.1
father_in_law,1.37,1.6,0.13,1.37,1.6,0.13
fellow,1.36,0.58,-0.04,1.36,0.58,-0.04
felon,-2.67,-0.4,0.77,-2.67,-0.4,0.77
female,1.86,1.2,0.86,1.86,1.2,0.86
feminist,0.83,0.86,1.55,0.83,0.86,1.55
fiance,2.28,1.83,0.63,2.28,1.83,0.63
fiancee,2.24,1.69,0.65,2.24,1.69,0.65
fiend,-1.37,0.66,0.8,-1.37,0.66,0.8
fighter,0.62,2.36,2.17,0.62,2.36,2.17
file_clerk,0.58,-0.67,-1.05,0.58,-0.67,-1.05
film_star,0.48,1.77,1.76,0.48,1.77,1.76
fire_investigator,1.95,1.66,0.43,1.95,1.66,0.43
firefighter,3.27,2.85,2.29,3.27,2.85,2.29
firstborn,1.9,1.71,0.73,1.9,1.71,0.73
fisherman,1.47,0.41,-0.87,1.47,0.41,-0.87
flight_attendant,1.51,0.44,0.31,1.51,0.44,0.31
flirt,0.55,1.01,1.48,0.55,1.01,1.48
flunky,-1.7,-1.79,-0.53,-1.7,-1.79,-0.53
follower,-0.02,-1.21,-1.01,-0.02,-1.21,-1.01
fool,-1.47,-1.6,0.74,-1.47,-1.6,0.74
foreigner,0.92,-0.7,0.19,0.92,-0.7,0.19
foreman,0.64,1.3,0.34,0.64,1.3,0.34
forest_ranger,2.01,0.96,-0.22,2.01,0.96,-0.22
foster_child,1.24,-0.4,0.02,1.24,-0.4,0.02
foster_daughter,1.5,0.08,-0.33,1.5,0.08,-0.33
foster_father,1.89,1.68,0.19,1.89,1.68,0.19
foster_mother,2.24,1.77,0.29,2.24,1.77,0.29
foster_parent,2.16,1.83,0.36,2.16,1.83,0.36
foster_son,0.92,-0.52,-0.11,0.92,-0.52,-0.11
freak,-0.42,-0.36,0.61,-0.42,-0.36,0.61
freeloader,-2.27,-1.9,-0.4,-2.27,-1.9,-0.4
friend,3.38,2.58,1.06,3.38,2.58,1.06
fugitive,-1.83,-0.9,0.33,-1.83,-0.9,0.33
fundamentalist,-0.21,0.61,0.62,-0.21,0.61,0.62
fundraiser,2.55,2.18,1.4,2.55,2.18,1.4
funeral_director,0.8,0.57,-1.36,0.8,0.57,-1.36
gal,1.9,0.74,0.61,1.9,0.74,0.61
gambler,-1.18,-1.2,1.28,-1.18,-1.2,1.28
gamer,0.23,-0.2,0.52,0.23,-0.2,0.52
gangster,-2.18,1.27,1.95,-2.18,1.27,1.95
garbage_collector,1.25,-0.49,0.42,1.25,-0.49,0.42
gas_station_attendant,0.74,-1.05,-0.44,0.74,-1.05,-0.44
gay,0.59,-0.04,0.73,0.59,-0.04,0.73
geek,1.49,0.53,-0.95,1.49,0.53,-0.95
genius,2.02,2.63,0.05,2.02,2.63,0.05
gentleman,3.05,2.18,-0.25,3.05,2.18,-0.25
geologist,1.34,0.49,-1.01,1.34,0.49,-1.01
girl,2.1,1.41,0.74,2.1,1.41,0.74
girl_scout,2.12,0.04,0.99,2.12,0.04,0.99
girlfriend,2.08,1.37,1.01,2.08,1.37,1.01
glutton,-1.96,-0.56,-0.37,-1.96,-0.56,-0.37
gold_digger,-2.43,-0.42,0.65,-2.43,-0.42,0.65
golfer,0.78,0.34,-1.33,0.78,0.34,-1.33
goon,-1.31,-0.19,0.89,-1.31,-0.19,0.89
gossip,-2.09,0.6,1.47,-2.09,0.6,1.47
governor,0.57,2.2,0.76,0.57,2.2,0.76
graduate_student,1.91,1.11,0.05,1.91,1.11,0.05
grandchild,2.39,-0.48,2.24,2.39,-0.48,2.24
granddaughter,2.01,0.53,1.13,2.01,0.53,1.13
grandfather,2.85,1.82,-1.01,2.85,1.82,-1.01
grandmother,2.76,0.89,-1.03,2.76,0.89,-1.03
grandparent,2.52,1.78,-1.28,2.52,1.78,-1.28
grandson,2.11,0.53,1.45,2.11,0.53,1.45
granny,2.76,0.75,-1.52,2.76,0.75,-1.52
grind,0.21,1.41,0.82,0.21,1.41,0.82
grouch,-2.4,-1.3,-0.53,-2.4,-1.3,-0.53
grownup,0.99,1.8,0.06,0.99,1.8,0.06
guest,1.49,0.29,0.27,1.49,0.29,0.27
gunman,-2.33,2.3,1.14,-2.33,2.3,1.14
guy,0.71,1.37,0.95,0.71,1.37,0.95
hairdresser,1.56,-0.01,1.01,1.56,-0.01,1.01
hairstylist,1.62,0.39,0.71,1.62,0.39,0.71
half_brother,0.87,0.41,0.33,0.87,0.41,0.33
half_sister,0.77,0.3,0.39,0.77,0.3,0.39
half_wit,-1.49,-1.76,-0.72,-1.49,-1.76,-0.72
handicapped_person,0.56,-0.72,-1.03,0.56,-0.72,-1.03
handyman,1.76,1.04,0.46,1.76,1.04,0.46
has_been,-0.87,-2.02,-0.94,-0.87,-2.02,-0.94
heel,0.15,0.26,0.28,0.15,0.26,0.28
helper,2.79,1.92,0.38,2.79,1.92,0.38
henchman,-1.83,-0.11,0.53,-1.83,-0.11,0.53
hermit,-0.05,-1.28,-2.29,-0.05,-1.28,-2.29
hero,3.63,3.45,1.54,3.63,3.45,1.54
heterosexual,1.29,1.03,0.31,1.29,1.03,0.31
hick,-0.44,-0.77,0.57,-0.44,-0.77,0.57
hillbilly,-0.46,-1.09,0.38,-0.46,-1.09,0.38
hippie,0.77,-0.47,-0.31,0.77,-0.47,-0.31
hipster,0.05,-0.54,-0.15,0.05,-0.54,-0.15
homeless_person,-0.57,-2.43,-1.02,-0.57,-2.43,-1.02
homosexual,0.4,0.07,0.63,0.4,0.07,0.63
hooker,-1.2,-1.29,1.01,-1.2,-1.29,1.01
host,2.08,1.62,1.26,2.08,1.62,1.26
hostage,-1.42,-2.91,-1.33,-1.42,-2.91,-1.33
hostess,1.94,0.39,0.92,1.94,0.39,0.92
hothead,-1.92,-0.42,2.59,-1.92,-0.42,2.59
hotshot,-0.88,0.89,2.32,-0.88,0.89,2.32
housebreaker,-2.82,0.84,0.74,-2.82,0.84,0.74
houseguest,1.38,-0.18,0.24,1.38,-0.18,0.24
housekeeper,1.4,-0.74,-0.53,1.4,-0.74,-0.53
housewife,1.79,0.39,-0.14,1.79,0.39,-0.14
hunk,0.91,1.69,1.01,0.91,1.69,1.01
husband,1.95,1.64,0.38,1.95,1.64,0.38
hypochondriac,-1.13,-1.69,0.43,-1.13,-1.69,0.43
hypocrite,-2.6,-1.23,1.11,-2.6,-1.23,1.11
idiot,-2.11,-1.86,0.41,-2.11,-1.86,0.41
illegitimate_child,-0.68,-0.63,0.04,-0.68,-0.63,0.04
imbecile,-2.41,-1.87,-0.08,-2.41,-1.87,-0.08
immigrant,0.63,-0.66,-0.29,0.63,-0.66,-0.29
immigration_officer,0.14,1.63,0.72,0.14,1.63,0.72
in_law,0.5,0.93,1.13,0.5,0.93,1.13
infant,2.26,-2.35,1.23,2.26,-2.35,1.23
informant,0.32,1.49,0,0.32,1.49,0
informer,0.47,1.34,0.17,0.47,1.34,0.17
inmate,-1.75,-1.63,0.35,-1.75,-1.63,0.35
innocent,1.91,-0.72,-0.99,1.91,-0.72,-0.99
insider,0.62,1.9,-0.28,0.62,1.9,-0.28
inspector,0.57,1.54,-0.67,0.57,1.54,-0.67
instructor,1.74,2.11,0.56,1.74,2.11,0.56
insurance_agent,0.52,0.68,0.24,0.52,0.68,0.24
insurance_claims_investigator,0.07,1.22,-0.06,0.07,1.22,-0.06
intellectual,2.15,2.48,0.11,2.15,2.48,0.11
intern,1.41,-1.39,0.05,1.41,-1.39,0.05
interpreter,2.26,1.97,0.8,2.26,1.97,0.8
interrogator,-0.4,2.05,1.09,-0.4,2.05,1.09
interviewer,0.57,1.71,0.78,0.57,1.71,0.78
intimate,2.04,1.77,-0.15,2.04,1.77,-0.15
introvert,0,-0.89,-2.45,0,-0.89,-2.45
intruder,-3.03,0.91,-0.05,-3.03,0.91,-0.05
invalid,-0.77,-1.73,-0.9,-0.77,-1.73,-0.9
investigator,1.67,2.01,-0.04,1.67,2.01,-0.04
jackass,-2.77,-0.83,2.3,-2.77,-0.83,2.3
janitor,1.45,-0.87,-0.94,1.45,-0.87,-0.94
jerk,-2.63,-0.29,1.8,-2.63,-0.29,1.8
jeweler,0.85,0.65,-0.64,0.85,0.65,-0.64
job_seeker,1.56,-0.33,0.59,1.56,-0.33,0.59
jock,0.34,1.76,2.05,0.34,1.76,2.05
journalist,0.85,1.55,1.02,0.85,1.55,1.02
judge,1.15,2.53,-0.22,1.15,2.53,-0.22
junkie,-2.1,-2.04,-0.04,-2.1,-2.04,-0.04
juror,0.84,2.37,-1.02,0.84,2.37,-1.02
jury_foreman,0.47,1.23,0.01,0.47,1.23,0.01
juvenile,-0.31,-1.16,1.23,-0.31,-1.16,1.23
kid,1.39,-1.27,2.2,1.39,-1.27,2.2
kidnapper,-3.77,1.04,-0.05,-3.77,1.04,-0.05
killjoy,-2.36,0.74,-0.06,-2.36,0.74,-0.06
klutz,-0.84,-1.27,1.36,-0.84,-1.27,1.36
know_it_all,-1.46,0.28,1.82,-1.46,0.28,1.82
kook,-0.21,-0.11,0.87,-0.21,-0.11,0.87
labor_union_leader,0.85,2.14,1.92,0.85,2.14,1.92
laborer,1.02,-0.11,0.32,1.02,-0.11,0.32
lackey,-0.87,-1.59,-0.67,-0.87,-1.59,-0.67
lady,1.9,1.06,0.03,1.9,1.06,0.03
laid_off_worker,-1.18,-2.02,-1.02,-1.18,-2.02,-1.02
landlady,0.08,1.68,0.59,0.08,1.68,0.59
landlord,0.14,2,0.67,0.14,2,0.67
landscape_architect,1.59,1.14,-0.39,1.59,1.14,-0.39
landscaper,1.29,0.15,0.28,1.29,0.15,0.28
law_student,1.35,1.55,0.17,1.35,1.55,0.17
lawyer,0.83,2.63,1.75,0.83,2.63,1.75
leader,2.3,3.03,1.23,2.3,3.03,1.23
lecturer,1.29,1.7,0.39,1.29,1.7,0.39
legislator,-0.07,2.18,0.31,-0.07,2.18,0.31
lesbian,0.56,0.09,0.45,0.56,0.09,0.45
liar,-2.92,-0.01,0.37,-2.92,-0.01,0.37
liberal,0.76,0.76,1.14,0.76,0.76,1.14
librarian,1.83,-0.28,-2.06,1.83,-0.28,-2.06
library_assistant,1.78,-0.06,-2.02,1.78,-0.06,-2.02
little_brother,1.71,-0.39,1.88,1.71,-0.39,1.88
little_sister,1.86,-0.41,1.55,1.86,-0.41,1.55
loafer,-1,-1.36,-1.71,-1,-1.36,-1.71
loan_shark,-1.94,1.93,1.04,-1.94,1.93,1.04
lobby_attendant,1.29,-0.4,-0.13,1.29,-0.4,-0.13
lobbyist,0.01,1.53,1.67,0.01,1.53,1.67
locksmith,1.16,0.81,-0.27,1.16,0.81,-0.27
logger,0.7,1.18,0.83,0.7,1.18,0.83
loner,-0.35,-0.85,-2.02,-0.35,-0.85,-2.02
loser,-1.75,-2.57,-1.2,-1.75,-2.57,-1.2
louse,-1.42,-0.97,0.2,-1.42,-0.97,0.2
lout,-0.99,-0.34,0.08,-0.99,-0.34,0.08
lover,2.76,2.49,0.36,2.76,2.49,0.36
lunatic,-2.27,-0.37,1.81,-2.27,-0.37,1.81
machine_operator_in_a_factory,0.94,0.29,1.1,0.94,0.29,1.1
machine_repairer,1.36,1.02,0.68,1.36,1.02,0.68
madman,-2.34,0.64,2.39,-2.34,0.64,2.39
mafioso,-0.96,1.41,0.33,-0.96,1.41,0.33
magician,1.13,0.78,1.83,1.13,0.78,1.83
maid,1.47,-1,-0.73,1.47,-1,-0.73
maiden,0.95,-0.67,-0.63,0.95,-0.67,-0.63
mail_carrier,1.93,0.02,-0.44,1.93,0.02,-0.44
malcontent,-1.46,-0.24,0.18,-1.46,-0.24,0.18
male,0.97,2.01,1.09,0.97,2.01,1.09
malingerer,-1.5,-0.13,-0.71,-1.5,-0.13,-0.71
man,1.1,1.63,0.62,1.1,1.63,0.62
manager,1.15,2.61,1.29,1.15,2.61,1.29
manager_of_branch_store,1.23,1.42,1.25,1.23,1.42,1.25
maniac,-2.04,0.46,2.09,-2.04,0.46,2.09
marine,2.47,2.69,1.27,2.47,2.69,1.27
mastermind,0.7,2.93,0.72,0.7,2.93,0.72
maverick,0.84,1.3,1.39,0.84,1.3,1.39
mayor,1.03,2.02,0.75,1.03,2.02,0.75
mechanical_engineer,1.63,1.69,-0.06,1.63,1.69,-0.06
medic,2.78,2.62,1.86,2.78,2.62,1.86
menace,-2.51,0.62,1.55,-2.51,0.62,1.55
mental_case,-1.51,-0.72,0.57,-1.51,-0.72,0.57
mental_patient,-0.54,-1.68,-0.1,-0.54,-1.68,-0.1
mentor,3.17,3.06,0.18,3.17,3.06,0.18
merchant,0.7,0.51,1.14,0.7,0.51,1.14
midget,0.48,-0.75,-0.02,0.48,-0.75,-0.02
migrant_worker,0.79,-0.97,0.1,0.79,-0.97,0.1
millionaire,0.57,2.5,1.09,0.57,2.5,1.09
miner,0.94,-0.13,0.59,0.94,-0.13,0.59
minister,1.57,1.76,0.26,1.57,1.76,0.26
minor,0.3,-1.55,0.9,0.3,-1.55,0.9
minority,1.01,-0.67,0.11,1.01,-0.67,0.11
miser,-1.61,-0.7,-1.26,-1.61,-0.7,-1.26
missionary,2.12,1.41,-0.14,2.12,1.41,-0.14
mistress,-2.34,-0.35,0.31,-2.34,-0.35,0.31
mobster,-2.45,2.54,1.61,-2.45,2.54,1.61
moron,-2.06,-2.07,-0.03,-2.06,-2.07,-0.03
motel_owner,0.31,0.31,0.11,0.31,0.31,0.11
mother,3.05,2.66,0.76,3.05,2.66,0.76
mother_in_law,0.92,1.07,1.15,0.92,1.07,1.15
mother_in_law_maternal,0.68,1.33,1.2,0.68,1.33,1.2
mourner,-0.15,-1.6,-1.65,-0.15,-1.6,-1.65
mugger,-3.47,1.03,1.31,-3.47,1.03,1.31
murderer,-3.79,1.71,-0.06,-3.79,1.71,-0.06
murderess,-3.18,1.25,0.22,-3.18,1.25,0.22
music_director,1.45,1.41,1.27,1.45,1.41,1.27
musician,1.77,1.25,1.47,1.77,1.25,1.47
myself_as_I_really_am,2.06,1.14,0.53,2.06,1.14,0.53
myself_as_I_would_like_to_be,3.17,2.51,0.91,3.17,2.51,0.91
myself_as_others_see_me,2.25,1.22,0.38,2.25,1.22,0.38
myself_as_others_would_like_me_to_be,2.2,1.06,0.68,2.2,1.06,0.68
negotiator,1.9,2.17,0.43,1.9,2.17,0.43
neighbor,1.46,0.49,0.07,1.46,0.49,0.07
nephew,2.12,0.09,1.54,2.12,0.09,1.54
neurotic,-1.17,-0.58,1.52,-1.17,-0.58,1.52
newcomer,0.74,-0.96,-0.89,0.74,-0.96,-0.89
newlywed,2.13,1.45,1.6,2.13,1.45,1.6
newscaster,0.84,1.6,2.1,0.84,1.6,2.1
niece,1.95,-0.1,0.67,1.95,-0.1,0.67
night_watchman,1.56,1.18,-1.33,1.56,1.18,-1.33
ninny,-1.35,-2,-0.78,-1.35,-2,-0.78
nitwit,-1.63,-1.82,-0.11,-1.63,-1.82,-0.11
nobody,-0.48,-2.77,-2.29,-0.48,-2.77,-2.29
nonconformist,0.68,0.76,0.69,0.68,0.76,0.69
nonsmoker,2.07,1.27,-0.16,2.07,1.27,-0.16
novice,-0.08,-1.59,-0.74,-0.08,-1.59,-0.74
nurse,2.84,1.75,0.53,2.84,1.75,0.53
nursing_assistant,2.32,0.94,0.38,2.32,0.94,0.38
nut,-0.01,-0.74,0.38,-0.01,-0.74,0.38
nutritionist,2.3,1.2,0.16,2.3,1.2,0.16
oddball,0.24,-0.54,0,0.24,-0.54,0
offender,-2.37,0.54,1.22,-2.37,0.54,1.22
old_geezer,0.28,-0.75,-1.8,0.28,-0.75,-1.8
old_man,1.4,-0.56,-2.05,1.4,-0.56,-2.05
online_merchant,0.8,0.86,0.25,0.8,0.86,0.25
onlooker,-0.02,-0.82,-1.23,-0.02,-0.82,-1.23
ophthalmologist,1.6,1.43,-0.34,1.6,1.43,-0.34
opponent,-0.19,1.17,1.01,-0.19,1.17,1.01
opportunist,1.27,2.07,1.61,1.27,2.07,1.61
optical_engineer,1.56,1.25,-0.45,1.56,1.25,-0.45
optimist,2.83,2.38,1.2,2.83,2.38,1.2
organizer,2.07,1.68,0.48,2.07,1.68,0.48
orphan,0,-1.98,-1.14,0,-1.98,-1.14
outlaw,-1.75,0.58,0.83,-1.75,0.58,0.83
outsider,0.03,-0.94,-0.73,0.03,-0.94,-0.73
pagan,-0.49,-0.34,0.1,-0.49,-0.34,0.1
pal,2.75,1.69,0.8,2.75,1.69,0.8
paranoid,-1.25,-1.38,0.56,-1.25,-1.38,0.56
parent,2.55,3.06,0.96,2.55,3.06,0.96
parking_attendant,0.29,-0.29,-0.4,0.29,-0.29,-0.4
parolee,-0.62,-0.71,0.21,-0.62,-0.71,0.21
part_time_employee,0.93,-0.61,-0.03,0.93,-0.61,-0.03
partner,2.31,1.53,0.42,2.31,1.53,0.42
passenger,0.64,-0.63,-0.09,0.64,-0.63,-0.09
passerby,0.29,-0.63,-0.54,0.29,-0.63,-0.54
pastor,1.89,2.31,0.72,1.89,2.31,0.72
patient,0.57,-1.49,-1.28,0.57,-1.49,-1.28
patriot,1.69,1.59,1.54,1.69,1.59,1.54
patrolman,1.01,1.24,0.33,1.01,1.24,0.33
pawnbroker,-0.39,0.42,0.95,-0.39,0.42,0.95
pedestrian,0.66,-0.56,-0.54,0.66,-0.56,-0.54
pediatrician,3.01,2.52,0.53,3.01,2.52,0.53
peer,1.8,0.77,0.4,1.8,0.77,0.4
person,0.93,0.95,0.35,0.93,0.95,0.35
pessimist,-1.88,-0.89,-0.77,-1.88,-0.89,-0.77
pest,-2.41,-0.03,1.73,-2.41,-0.03,1.73
pharmacist,2.09,1.38,-0.42,2.09,1.38,-0.42
philanthropist,2.56,1.98,0.28,2.56,1.98,0.28
philosopher,1.47,0.89,-1.03,1.47,0.89,-1.03
phony,-2.93,-1.75,0.99,-2.93,-1.75,0.99
photographer,1.68,1.2,-0.68,1.68,1.2,-0.68
physician,2.41,2.35,-0.04,2.41,2.35,-0.04
physicist,1.6,1.41,-0.43,1.6,1.41,-0.43
pickpocket,-2.95,0.43,-0.26,-2.95,0.43,-0.26
pimp,-3.03,1.54,1.56,-3.03,1.54,1.56
plaintiff,0.17,0.65,0.22,0.17,0.65,0.22
playboy,-1.04,0.46,1.96,-1.04,0.46,1.96
plumber,1.51,0.39,-0.11,1.51,0.39,-0.11
police_officer,1.05,2.49,1.43,1.05,2.49,1.43
policeman,0.91,2.29,1.3,0.91,2.29,1.3
policewoman,1.29,1.95,1.34,1.29,1.95,1.34
political_scientist,0.81,0.86,0.3,0.81,0.86,0.3
politician,-0.85,2.08,1.44,-0.85,2.08,1.44
pornographer,-1.26,0.51,0.92,-1.26,0.51,0.92
poser,-1.99,-1.73,0.36,-1.99,-1.73,0.36
pothead,-0.8,-1.39,-1.88,-0.8,-1.39,-1.88
preacher,1.4,2.05,0.87,1.4,2.05,0.87
president,1.29,2.98,1.13,1.29,2.98,1.13
priest,1.89,2.13,-0.91,1.89,2.13,-0.91
principal,1.57,2.42,0.74,1.57,2.42,0.74
prisoner,-1.81,-2.27,-0.43,-1.81,-2.27,-0.43
private_eye,0.35,1.47,-1.21,0.35,1.47,-1.21
probation_officer,0.12,2.09,0.73,0.12,2.09,0.73
probationer,-0.15,0.58,0.41,-0.15,0.58,0.41
prodigy,2.18,2.41,0.88,2.18,2.41,0.88
professional,1.72,2.23,0.09,1.72,2.23,0.09
professor,1.83,2.27,0.24,1.83,2.27,0.24
prosecuting_attorney,0.17,2.28,1.77,0.17,2.28,1.77
prosecutor,0.15,2.53,1.46,0.15,2.53,1.46
prostitute,-1.35,-1.35,0.93,-1.35,-1.35,0.93
prude,-1.09,-0.43,-0.61,-1.09,-0.43,-0.61
psychiatric_patient,-0.22,-1.48,0.1,-0.22,-1.48,0.1
psychiatrist,1.68,1.71,-1.02,1.68,1.71,-1.02
psychoanalyst,0.82,1.22,-0.58,0.82,1.22,-0.58
psychologist,1.61,1.44,-0.89,1.61,1.44,-0.89
psychopath,-2.4,0.33,0.97,-2.4,0.33,0.97
psychotic,-1.7,-0.38,1.28,-1.7,-0.38,1.28
public_relations_specialist,1.5,1.74,1.24,1.5,1.74,1.24
punk,-1.29,-0.98,1.25,-1.29,-0.98,1.25
pupil,1.76,0.16,-0.19,1.76,0.16,-0.19
puritan,0.31,-0.24,-0.83,0.31,-0.24,-0.83
pusher,-1.26,1.14,1.46,-1.26,1.14,1.46
quack,-1.37,-1.03,1.33,-1.37,-1.03,1.33
queer,0.19,-0.38,0.97,0.19,-0.38,0.97
rabbi,1.97,1.99,-0.62,1.97,1.99,-0.62
racist,-3.6,-1.01,1.43,-3.6,-1.01,1.43
racketeer,-0.97,0.77,1.29,-0.97,0.77,1.29
radio_and_television_announcer,0.76,1.24,2.44,0.76,1.24,2.44
railroad_conductor,1.05,1.18,0.94,1.05,1.18,0.94
railroad_engineer,1.17,1.05,1.07,1.17,1.05,1.07
rake,0.94,-0.18,0.17,0.94,-0.18,0.17
rancher,1.06,0.38,-0.05,1.06,0.38,-0.05
rapist,-3.87,1.21,1.17,-3.87,1.21,1.17
rat,-1.98,-1.49,0.62,-1.98,-1.49,0.62
real_estate_agent,0.79,1.04,1.21,0.79,1.04,1.21
receptionist,1.27,-0.16,-0.04,1.27,-0.16,-0.04
redneck,-0.83,-0.45,1.82,-0.83,-0.45,1.82
referee,0.71,2.06,1.45,0.71,2.06,1.45
relation,1.88,1.74,0.14,1.88,1.74,0.14
relative,2.35,1.59,0.96,2.35,1.59,0.96
reporter,0.66,1.46,2.08,0.66,1.46,2.08
republican,0.15,0.92,0.62,0.15,0.92,0.62
researcher,1.93,1.8,-0.56,1.93,1.8,-0.56
reservist,0.91,0.16,-0.82,0.91,0.16,-0.82
restaurant_operator,1.33,1.65,1.92,1.33,1.65,1.92
retailer,0.54,0.79,1.01,0.54,0.79,1.01
retiree,1.17,-0.15,-1.48,1.17,-0.15,-1.48
ringleader,0.12,2.52,1.81,0.12,2.52,1.81
rival,-0.88,1.28,1.32,-0.88,1.28,1.32
robber,-3.21,0.53,-0.04,-3.21,0.53,-0.04
roofer,0.86,0.41,0.92,0.86,0.41,0.92
rookie_cop,0.38,-0.62,0.2,0.38,-0.62,0.2
roommate,1.32,0.63,0.6,1.32,0.63,0.6
runaway,-0.66,-0.62,0.34,-0.66,-0.62,0.34
sadist,-2.34,0.87,0.55,-2.34,0.87,0.55
safecracker,-1.18,0.95,-0.49,-1.18,0.95,-0.49
saint,3.12,2.47,-1.21,3.12,2.47,-1.21
salesclerk,0.77,-0.01,1.08,0.77,-0.01,1.08
salesperson,0.15,0.39,2.14,0.15,0.39,2.14
scapegoat,-1.4,-1.59,-0.87,-1.4,-1.59,-0.87
scatterbrain,-1.4,-1.2,1.81,-1.4,-1.2,1.81
schizophrenic,-0.92,-1.08,1.52,-0.92,-1.08,1.52
scholar,2.48,2.24,-0.45,2.48,2.24,-0.45
scientist,1.89,1.84,-0.35,1.89,1.84,-0.35
scoundrel,-2.61,-0.46,1.4,-2.61,-0.46,1.4
scrooge,-2.27,-0.37,-0.71,-2.27,-0.37,-0.71
secretary,1.59,-0.22,-0.31,1.59,-0.22,-0.31
security_guard,1.38,1.49,-0.11,1.38,1.49,-0.11
